name,owner,language,stargazers_count,forks_count,html_url,open_issues_count,watchers_count,created_at,updated_at,license,homepage
screenshot-to-code,abi,Python,70283,8678,https://github.com/abi/screenshot-to-code,123,70283,2023-11-14T17:53:32Z,2025-07-01T06:52:02Z,MIT License,https://screenshottocode.com
moby,moby,Go,70010,18778,https://github.com/moby/moby,3599,70010,2013-01-18T18:10:57Z,2025-07-01T07:21:05Z,Apache License 2.0,https://mobyproject.org/
weekly,ruanyf,,69993,3481,https://github.com/ruanyf/weekly,5697,69993,2018-10-13T12:36:07Z,2025-07-01T08:09:27Z,,
union,unionlabs,Rust,69932,3445,https://github.com/unionlabs/union,299,69932,2023-05-16T22:33:39Z,2025-07-01T08:04:18Z,Apache License 2.0,https://union.build
flask,pallets,Python,69860,16485,https://github.com/pallets/flask,11,69860,2010-04-06T11:11:59Z,2025-07-01T04:32:34Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://flask.palletsprojects.com
redis,redis,C,69831,24099,https://github.com/redis/redis,2620,69831,2009-03-21T22:32:25Z,2025-07-01T07:28:38Z,Other,http://redis.io
immich,immich-app,TypeScript,69445,3645,https://github.com/immich-app/immich,562,69445,2022-02-03T15:56:27Z,2025-07-01T07:58:07Z,GNU Affero General Public License v3.0,https://immich.app
cs-video-courses,Developer-Y,,69219,9332,https://github.com/Developer-Y/cs-video-courses,2,69219,2016-10-21T17:02:11Z,2025-07-01T04:59:12Z,,
reveal.js,hakimel,JavaScript,69082,16734,https://github.com/hakimel/reveal.js,854,69082,2011-06-07T18:54:22Z,2025-07-01T07:14:51Z,MIT License,https://revealjs.com
Ventoy,ventoy,C,68939,4383,https://github.com/ventoy/Ventoy,987,68939,2020-03-10T15:19:19Z,2025-07-01T08:13:04Z,GNU General Public License v3.0,https://www.ventoy.net
gpt_academic,binary-husky,Python,68857,8359,https://github.com/binary-husky/gpt_academic,280,68857,2023-03-20T09:05:13Z,2025-07-01T06:36:29Z,GNU General Public License v3.0,https://github.com/binary-husky/gpt_academic/wiki/online
swift,swiftlang,C++,68776,10494,https://github.com/swiftlang/swift,8368,68776,2015-10-23T21:15:07Z,2025-07-01T07:36:03Z,Apache License 2.0,https://swift.org
awesome-machine-learning,josephmisiti,Python,68726,14986,https://github.com/josephmisiti/awesome-machine-learning,0,68726,2014-07-15T19:11:19Z,2025-07-01T04:32:56Z,Other,
grafana,grafana,TypeScript,68726,12734,https://github.com/grafana/grafana,3778,68726,2013-12-11T15:59:56Z,2025-07-01T07:58:50Z,GNU Affero General Public License v3.0,https://grafana.com
awesome-react,enaqx,,68713,7372,https://github.com/enaqx/awesome-react,30,68713,2014-08-06T05:31:44Z,2025-07-01T08:16:24Z,,
node,base,Shell,68469,2719,https://github.com/base/node,67,68469,2023-02-01T13:55:02Z,2025-06-30T22:14:57Z,MIT License,https://base.org
protobuf,protocolbuffers,C++,67887,15755,https://github.com/protocolbuffers/protobuf,389,67887,2014-08-26T15:52:15Z,2025-07-01T08:06:59Z,Other,http://protobuf.dev
tesseract,tesseract-ocr,C++,67871,9991,https://github.com/tesseract-ocr/tesseract,444,67871,2014-08-12T18:04:59Z,2025-07-01T07:51:13Z,Apache License 2.0,https://tesseract-ocr.github.io/
cpython,python,Python,67697,32231,https://github.com/python/cpython,9223,67697,2017-02-10T19:23:51Z,2025-07-01T07:28:49Z,Other,https://www.python.org
express,expressjs,JavaScript,67255,19229,https://github.com/expressjs/express,203,67255,2009-06-26T18:56:01Z,2025-07-01T08:10:18Z,MIT License,https://expressjs.com
strapi,strapi,TypeScript,67200,8661,https://github.com/strapi/strapi,1157,67200,2015-09-30T15:34:48Z,2025-07-01T07:42:13Z,Other,https://strapi.io
superset,apache,TypeScript,66854,15246,https://github.com/apache/superset,828,66854,2015-07-21T18:55:34Z,2025-07-01T07:53:33Z,Apache License 2.0,https://superset.apache.org/
PayloadsAllTheThings,swisskyrepo,Python,66834,15527,https://github.com/swisskyrepo/PayloadsAllTheThings,20,66834,2016-10-18T07:29:07Z,2025-07-01T08:13:27Z,MIT License,https://swisskyrepo.github.io/PayloadsAllTheThings/
imgui,ocornut,C++,66545,10992,https://github.com/ocornut/imgui,1162,66545,2014-07-21T14:29:47Z,2025-07-01T07:44:59Z,MIT License,
sherlock,sherlock-project,Python,66389,7628,https://github.com/sherlock-project/sherlock,226,66389,2018-12-24T14:30:48Z,2025-07-01T07:23:20Z,MIT License,https://sherlockproject.xyz
Chart.js,chartjs,JavaScript,66134,11952,https://github.com/chartjs/Chart.js,483,66134,2013-03-17T23:56:36Z,2025-06-30T20:29:46Z,MIT License,https://www.chartjs.org/
ansible,ansible,Python,65494,24037,https://github.com/ansible/ansible,816,65494,2012-03-06T14:58:02Z,2025-07-01T07:39:02Z,GNU General Public License v3.0,https://www.ansible.com/
webpack,webpack,JavaScript,65417,9079,https://github.com/webpack/webpack,244,65417,2012-03-10T10:08:14Z,2025-07-01T07:03:43Z,MIT License,https://webpack.js.org
33-js-concepts,leonardomso,JavaScript,65311,9101,https://github.com/leonardomso/33-js-concepts,81,65311,2018-09-04T13:27:04Z,2025-07-01T04:42:47Z,MIT License,
obs-studio,obsproject,C,65264,8510,https://github.com/obsproject/obs-studio,957,65264,2013-10-01T02:40:31Z,2025-07-01T08:06:44Z,GNU General Public License v2.0,https://obsproject.com
caddy,caddyserver,Go,65236,4373,https://github.com/caddyserver/caddy,216,65236,2015-01-13T19:45:03Z,2025-07-01T08:13:46Z,Apache License 2.0,https://caddyserver.com
openai-cookbook,openai,MDX,65003,10767,https://github.com/openai/openai-cookbook,45,65003,2022-03-11T02:08:53Z,2025-07-01T08:10:20Z,MIT License,https://cookbook.openai.com
cs-self-learning,PKUFlyingPig,HTML,64910,7439,https://github.com/PKUFlyingPig/cs-self-learning,121,64910,2021-10-20T13:43:42Z,2025-07-01T08:10:37Z,MIT License,https://csdiy.wiki
awesome-cpp,fffaraz,,64606,8014,https://github.com/fffaraz/awesome-cpp,418,64606,2014-07-17T08:51:11Z,2025-07-01T07:21:48Z,MIT License,http://fffaraz.github.io/awesome-cpp/
new-pac,Alvin9999,Python,64567,10092,https://github.com/Alvin9999/new-pac,424,64567,2016-03-23T08:43:36Z,2025-07-01T08:16:06Z,,
gpt4free,xtekky,Python,64536,13660,https://github.com/xtekky/gpt4free,14,64536,2023-03-29T17:00:43Z,2025-07-01T07:53:08Z,GNU General Public License v3.0,https://t.me/g4f_channel
tabby,Eugeny,TypeScript,64514,3642,https://github.com/Eugeny/tabby,2325,64514,2016-12-23T09:06:10Z,2025-07-01T07:28:03Z,MIT License,https://tabby.sh
browser-use,browser-use,Python,64421,7354,https://github.com/browser-use/browser-use,519,64421,2024-10-31T16:00:56Z,2025-07-01T08:09:38Z,MIT License,https://browser-use.com
interviews,kdn251,Java,64264,12942,https://github.com/kdn251/interviews,112,64264,2017-02-14T18:19:25Z,2025-07-01T06:27:51Z,MIT License,https://www.youtube.com/channel/UCKvwPt6BifPP54yzH99ff1g?view_as=subscriber
AppFlowy,AppFlowy-IO,Dart,64175,4399,https://github.com/AppFlowy-IO/AppFlowy,955,64175,2021-06-16T12:56:48Z,2025-07-01T08:02:30Z,GNU Affero General Public License v3.0,https://appflowy.com
javascript-questions,lydiahallie,,64082,9105,https://github.com/lydiahallie/javascript-questions,44,64082,2019-06-12T08:26:27Z,2025-06-30T22:11:48Z,MIT License,
act,nektos,Go,64029,1671,https://github.com/nektos/act,237,64029,2019-01-02T19:53:43Z,2025-07-01T08:01:28Z,MIT License,https://nektosact.com
echarts,apache,TypeScript,63864,19749,https://github.com/apache/echarts,2024,63864,2013-04-03T03:18:59Z,2025-07-01T08:03:18Z,Apache License 2.0,https://echarts.apache.org
SecLists,danielmiessler,PHP,63820,24438,https://github.com/danielmiessler/SecLists,7,63820,2012-02-19T01:30:18Z,2025-07-01T08:12:20Z,MIT License,https://www.owasp.org/index.php/OWASP_Internet_of_Things_Project
localsend,localsend,Dart,63718,3395,https://github.com/localsend/localsend,732,63718,2022-12-16T00:46:07Z,2025-07-01T07:48:13Z,Apache License 2.0,https://localsend.org
clash-verge-rev,clash-verge-rev,TypeScript,63670,4850,https://github.com/clash-verge-rev/clash-verge-rev,69,63670,2023-11-21T18:24:03Z,2025-07-01T08:16:26Z,GNU General Public License v3.0,https://www.clashverge.dev
system-prompts-and-models-of-ai-tools,x1xhlol,,63610,18619,https://github.com/x1xhlol/system-prompts-and-models-of-ai-tools,49,63610,2025-03-05T16:38:29Z,2025-07-01T08:14:31Z,GNU General Public License v3.0,
awesome-public-datasets,awesomedata,,63531,10145,https://github.com/awesomedata/awesome-public-datasets,129,63531,2014-11-20T06:20:50Z,2025-07-01T08:01:45Z,MIT License,https://awesomedataworld.slack.com
nocode,kelseyhightower,Dockerfile,63410,4764,https://github.com/kelseyhightower/nocode,4572,63410,2018-02-06T23:54:00Z,2025-07-01T01:19:12Z,Apache License 2.0,
the-algorithm,twitter,Scala,63351,12149,https://github.com/twitter/the-algorithm,460,63351,2023-03-27T14:57:57Z,2025-07-01T02:27:47Z,GNU Affero General Public License v3.0,https://blog.twitter.com/engineering/en_us/topics/open-source/2023/twitter-recommendation-algorithm
keras,keras-team,Python,63164,19586,https://github.com/keras-team/keras,299,63164,2015-03-28T00:35:42Z,2025-07-01T00:12:09Z,Apache License 2.0,http://keras.io/
awesome-scalability,binhnguyennus,,62992,6439,https://github.com/binhnguyennus/awesome-scalability,15,62992,2017-12-27T03:46:40Z,2025-07-01T03:48:01Z,MIT License,
lobe-chat,lobehub,TypeScript,62973,13094,https://github.com/lobehub/lobe-chat,891,62973,2023-05-21T07:19:12Z,2025-07-01T08:10:25Z,Other,https://lobechat.com
Stirling-PDF,Stirling-Tools,Java,62846,5318,https://github.com/Stirling-Tools/Stirling-PDF,315,62846,2023-01-27T18:22:42Z,2025-07-01T07:50:31Z,Other,https://stirlingpdf.com
resume.github.com,resume,JavaScript,62520,1356,https://github.com/resume/resume.github.com,66,62520,2011-02-06T13:39:55Z,2025-06-30T23:03:25Z,,https://resume.github.com
scikit-learn,scikit-learn,Python,62498,26001,https://github.com/scikit-learn/scikit-learn,2191,62498,2010-08-17T09:43:38Z,2025-07-01T08:13:05Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://scikit-learn.org
FreeDomain,DigitalPlatDev,HTML,62439,1202,https://github.com/DigitalPlatDev/FreeDomain,8,62439,2024-05-30T13:23:00Z,2025-07-01T08:16:12Z,GNU Affero General Public License v3.0,https://domain.digitalplat.org
sway,FuelLabs,Rust,62213,5406,https://github.com/FuelLabs/sway,879,62213,2021-01-19T20:54:33Z,2025-07-01T07:28:19Z,Apache License 2.0,https://docs.fuel.network/docs/sway/
Java,TheAlgorithms,Java,62182,20031,https://github.com/TheAlgorithms/Java,13,62182,2016-07-16T10:21:02Z,2025-07-01T07:05:16Z,MIT License,
socket.io,socketio,TypeScript,62177,10135,https://github.com/socketio/socket.io,205,62177,2010-03-11T18:24:48Z,2025-07-01T05:58:27Z,MIT License,https://socket.io
Apollo-11,chrislgarry,Assembly,62148,7228,https://github.com/chrislgarry/Apollo-11,128,62148,2014-04-03T15:45:02Z,2025-06-30T21:08:06Z,Other,
zed,zed-industries,Rust,62029,4618,https://github.com/zed-industries/zed,2651,62029,2021-02-20T03:01:06Z,2025-07-01T08:14:29Z,Other,https://zed.dev
anime,juliangarnier,JavaScript,61975,4142,https://github.com/juliangarnier/anime,100,61975,2016-03-13T21:37:45Z,2025-07-01T07:47:12Z,MIT License,https://animejs.com
design-resources-for-developers,bradtraversy,,61928,11760,https://github.com/bradtraversy/design-resources-for-developers,1,61928,2020-05-06T14:40:35Z,2025-07-01T07:56:28Z,MIT License,
awesome-nodejs,sindresorhus,,61566,6038,https://github.com/sindresorhus/awesome-nodejs,29,61566,2014-07-11T13:35:34Z,2025-07-01T08:13:45Z,Creative Commons Zero v1.0 Universal,https://node.cool
annotated_deep_learning_paper_implementations,labmlai,Python,61531,6221,https://github.com/labmlai/annotated_deep_learning_paper_implementations,37,61531,2020-08-25T02:29:34Z,2025-07-01T07:08:06Z,MIT License,https://nn.labml.ai
lazygit,jesseduffield,Go,61485,2104,https://github.com/jesseduffield/lazygit,761,61485,2018-05-19T00:53:06Z,2025-07-01T08:01:02Z,MIT License,
redux,reduxjs,TypeScript,61256,15214,https://github.com/reduxjs/redux,43,61256,2015-05-29T23:53:15Z,2025-07-01T03:59:11Z,MIT License,https://redux.js.org
awesome-courses,prakhar1989,,61252,8215,https://github.com/prakhar1989/awesome-courses,55,61252,2014-11-15T18:36:49Z,2025-07-01T06:04:03Z,,
lodash,lodash,JavaScript,60704,7066,https://github.com/lodash/lodash,111,60704,2012-04-07T04:11:46Z,2025-07-01T07:21:47Z,Other,https://lodash.com/
docusaurus,facebook,TypeScript,60566,9199,https://github.com/facebook/docusaurus,363,60566,2017-06-20T16:13:53Z,2025-07-01T06:35:58Z,MIT License,https://docusaurus.io
atom,atom,JavaScript,60532,17312,https://github.com/atom/atom,993,60532,2012-01-20T18:18:21Z,2025-07-01T05:36:25Z,MIT License,https://atom.io
Front-end-Developer-Interview-Questions,h5bp,Nunjucks,60387,11102,https://github.com/h5bp/Front-end-Developer-Interview-Questions,42,60387,2012-02-09T23:34:10Z,2025-07-01T06:36:30Z,MIT License,https://h5bp.org/Front-end-Developer-Interview-Questions/
architect-awesome,xingshaocheng,,60282,17808,https://github.com/xingshaocheng/architect-awesome,66,60282,2018-04-06T13:30:58Z,2025-07-01T06:09:32Z,,
markdown-here,adam-p,JavaScript,59945,11201,https://github.com/adam-p/markdown-here,320,59945,2012-05-13T03:27:22Z,2025-07-01T03:37:21Z,MIT License,https://markdown-here.com
uv,astral-sh,Rust,59857,1705,https://github.com/astral-sh/uv,1940,59857,2023-10-02T20:24:11Z,2025-07-01T08:14:43Z,Apache License 2.0,https://docs.astral.sh/uv
open-interpreter,OpenInterpreter,Python,59814,5091,https://github.com/OpenInterpreter/open-interpreter,269,59814,2023-07-14T07:10:44Z,2025-07-01T05:12:11Z,GNU Affero General Public License v3.0,http://openinterpreter.com/
markitdown,microsoft,Python,59690,3113,https://github.com/microsoft/markitdown,281,59690,2024-11-13T19:56:40Z,2025-07-01T07:58:08Z,MIT License,
OpenHands,All-Hands-AI,Python,59620,6944,https://github.com/All-Hands-AI/OpenHands,390,59620,2024-03-13T03:33:31Z,2025-07-01T07:49:37Z,MIT License,https://all-hands.dev
jquery,jquery,JavaScript,59545,20580,https://github.com/jquery/jquery,97,59545,2009-04-03T15:20:14Z,2025-07-01T03:05:16Z,MIT License,https://jquery.com
localstack,localstack,Python,59436,4176,https://github.com/localstack/localstack,312,59436,2016-10-25T23:48:03Z,2025-07-01T06:36:09Z,Other,https://localstack.cloud
alacritty,alacritty,Rust,59337,3132,https://github.com/alacritty/alacritty,333,59337,2016-02-18T05:02:30Z,2025-07-01T07:28:29Z,Apache License 2.0,https://alacritty.org
prometheus,prometheus,Go,59238,9625,https://github.com/prometheus/prometheus,733,59238,2012-11-24T11:14:12Z,2025-07-01T07:34:05Z,Apache License 2.0,https://prometheus.io/
rustlings,rust-lang,Rust,59001,10679,https://github.com/rust-lang/rustlings,68,59001,2015-09-15T02:25:18Z,2025-07-01T06:51:27Z,MIT License,https://rustlings.rust-lang.org
shadowsocks-windows,shadowsocks,C#,58880,16363,https://github.com/shadowsocks/shadowsocks-windows,195,58880,2013-01-14T07:54:16Z,2025-07-01T06:57:00Z,Other,
awesome-mcp-servers,punkpeye,,58834,4539,https://github.com/punkpeye/awesome-mcp-servers,43,58834,2024-11-30T04:49:10Z,2025-07-01T08:15:06Z,MIT License,https://glama.ai/mcp/servers
angular.js,angular,JavaScript,58767,27368,https://github.com/angular/angular.js,463,58767,2010-01-06T00:34:37Z,2025-07-01T02:29:36Z,MIT License,https://angularjs.org
Prompt-Engineering-Guide,dair-ai,MDX,58710,5857,https://github.com/dair-ai/Prompt-Engineering-Guide,215,58710,2022-12-16T16:04:50Z,2025-07-01T07:39:38Z,MIT License,https://www.promptingguide.ai/
ragflow,infiniflow,Python,58643,5801,https://github.com/infiniflow/ragflow,2350,58643,2023-12-12T06:13:13Z,2025-07-01T08:15:55Z,Apache License 2.0,https://ragflow.io
nerd-fonts,ryanoasis,CSS,58468,3760,https://github.com/ryanoasis/nerd-fonts,21,58468,2014-12-05T04:31:17Z,2025-07-01T07:47:12Z,Other,https://NerdFonts.com
llama,meta-llama,Python,58443,9779,https://github.com/meta-llama/llama,491,58443,2023-02-14T09:29:12Z,2025-07-01T06:23:51Z,Other,
spring-framework,spring-projects,Java,58354,38556,https://github.com/spring-projects/spring-framework,306,58354,2010-12-08T04:04:45Z,2025-07-01T07:41:55Z,Apache License 2.0,https://spring.io/projects/spring-framework
ghidra,NationalSecurityAgency,Java,58225,6508,https://github.com/NationalSecurityAgency/ghidra,1754,58225,2019-03-01T03:27:48Z,2025-07-01T08:11:56Z,Apache License 2.0,https://www.nsa.gov/ghidra
LLMs-from-scratch,rasbt,Jupyter Notebook,57688,8015,https://github.com/rasbt/LLMs-from-scratch,2,57688,2023-07-23T18:15:57Z,2025-07-01T08:16:16Z,Other,https://amzn.to/4fqvn0D
fuel-core,FuelLabs,Rust,57611,2849,https://github.com/FuelLabs/fuel-core,164,57611,2020-08-27T21:12:14Z,2025-06-30T13:33:17Z,Other,
nuxt,nuxt,TypeScript,57445,5282,https://github.com/nuxt/nuxt,823,57445,2016-10-26T11:18:47Z,2025-07-01T06:30:55Z,MIT License,https://nuxt.com
scrapy,scrapy,Python,57394,10944,https://github.com/scrapy/scrapy,656,57394,2010-02-22T02:01:14Z,2025-07-01T05:17:38Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://scrapy.org
html5-boilerplate,h5bp,JavaScript,57031,12288,https://github.com/h5bp/html5-boilerplate,13,57031,2010-01-24T18:03:24Z,2025-07-01T05:24:35Z,MIT License,https://html5boilerplate.com/
rails,rails,Ruby,57027,21856,https://github.com/rails/rails,1351,57027,2008-04-11T02:19:47Z,2025-07-01T08:14:43Z,MIT License,https://rubyonrails.org
servers,modelcontextprotocol,Python,56985,6583,https://github.com/modelcontextprotocol/servers,472,56985,2024-11-19T01:10:17Z,2025-07-01T08:15:12Z,MIT License,https://modelcontextprotocol.io
leetcode-master,youngyangyang04,Shell,56966,12050,https://github.com/youngyangyang04/leetcode-master,230,56966,2019-12-14T12:05:42Z,2025-07-01T07:55:22Z,,
MetaGPT,FoundationAgents,Python,56882,6824,https://github.com/FoundationAgents/MetaGPT,70,56882,2023-06-30T09:04:55Z,2025-07-01T07:53:13Z,MIT License,https://mgx.dev/
llm-course,mlabonne,,56528,6057,https://github.com/mlabonne/llm-course,64,56528,2023-06-17T22:16:25Z,2025-07-01T08:15:58Z,Apache License 2.0,https://mlabonne.github.io/blog/
awesome-flutter,Solido,Dart,56320,6763,https://github.com/Solido/awesome-flutter,29,56320,2017-05-07T11:45:27Z,2025-07-01T08:10:41Z,,
DeepLearning-500-questions,scutan90,JavaScript,56250,15967,https://github.com/scutan90/DeepLearning-500-questions,121,56250,2018-06-27T06:36:45Z,2025-07-01T06:01:40Z,GNU General Public License v3.0,https://github.com/scutan90/DeepLearning-500-questions
tldr,tldr-pages,Markdown,56202,4544,https://github.com/tldr-pages/tldr,205,56202,2013-12-08T07:34:43Z,2025-07-01T06:59:46Z,Other,https://tldr.sh
private-gpt,zylon-ai,Python,56143,7528,https://github.com/zylon-ai/private-gpt,275,56143,2023-05-02T09:15:31Z,2025-07-01T08:04:07Z,Apache License 2.0,https://privategpt.dev
gatsby,gatsbyjs,JavaScript,55897,10293,https://github.com/gatsbyjs/gatsby,427,55897,2015-05-21T22:43:05Z,2025-07-01T03:33:44Z,MIT License,https://www.gatsbyjs.com
you-get,soimort,Python,55790,9764,https://github.com/soimort/you-get,383,55790,2012-08-20T15:53:36Z,2025-07-01T05:31:55Z,Other,https://you-get.org/
drawio-desktop,jgraph,JavaScript,55588,5339,https://github.com/jgraph/drawio-desktop,56,55588,2017-05-25T20:58:42Z,2025-07-01T07:27:19Z,Apache License 2.0,https://www.diagrams.net
awesome-chatgpt-prompts-zh,PlexPt,,55538,13564,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,41,55538,2022-12-12T01:55:03Z,2025-07-01T07:26:38Z,MIT License,https://chat.aimakex.com/
nocodb,nocodb,TypeScript,55478,3983,https://github.com/nocodb/nocodb,713,55478,2017-10-29T18:51:48Z,2025-07-01T08:11:39Z,GNU Affero General Public License v3.0,https://nocodb.com
git,git,C,55465,26371,https://github.com/git/git,244,55465,2008-07-23T14:21:26Z,2025-07-01T06:15:47Z,Other,
leetcode,azl397985856,JavaScript,55455,9486,https://github.com/azl397985856/leetcode,11,55455,2018-03-30T09:13:51Z,2025-07-01T06:18:15Z,Other,https://leetcode-solution-leetcode-pp.gitbook.io/leetcode-solution/
traefik,traefik,Go,55360,5383,https://github.com/traefik/traefik,647,55360,2015-09-13T19:04:02Z,2025-07-01T08:10:03Z,MIT License,https://traefik.io
react-router,remix-run,TypeScript,55127,10651,https://github.com/remix-run/react-router,175,55127,2014-05-16T22:22:51Z,2025-07-01T06:54:36Z,MIT License,https://reactrouter.com
face_recognition,ageitgey,Python,54986,13619,https://github.com/ageitgey/face_recognition,817,54986,2017-03-03T21:52:39Z,2025-07-01T06:50:02Z,MIT License,
uBlock,gorhill,JavaScript,54825,3536,https://github.com/gorhill/uBlock,18,54825,2015-04-01T17:51:11Z,2025-07-01T06:35:39Z,GNU General Public License v3.0,
Real-Time-Voice-Cloning,CorentinJ,Python,54605,9021,https://github.com/CorentinJ/Real-Time-Voice-Cloning,223,54605,2019-05-26T08:56:15Z,2025-07-01T08:01:06Z,Other,
yolov5,ultralytics,Python,54413,17014,https://github.com/ultralytics/yolov5,277,54413,2020-05-18T03:45:11Z,2025-07-01T08:03:43Z,GNU Affero General Public License v3.0,https://docs.ultralytics.com
gpt-engineer,AntonOsika,Python,54392,7186,https://github.com/AntonOsika/gpt-engineer,39,54392,2023-04-29T12:52:15Z,2025-07-01T04:46:47Z,MIT License,
element,ElemeFE,Vue,54239,14622,https://github.com/ElemeFE/element,2930,54239,2016-09-03T06:19:26Z,2025-07-01T07:15:35Z,MIT License,https://element.eleme.io/
openpilot,commaai,Python,54223,9856,https://github.com/commaai/openpilot,149,54223,2016-11-24T01:33:30Z,2025-07-01T03:34:51Z,MIT License,https://comma.ai/openpilot
faceswap,deepfakes,Python,54182,13423,https://github.com/deepfakes/faceswap,38,54182,2017-12-19T09:44:13Z,2025-07-01T07:58:24Z,GNU General Public License v3.0,https://www.faceswap.dev
mkcert,FiloSottile,Go,54110,2833,https://github.com/FiloSottile/mkcert,156,54110,2018-06-25T05:33:03Z,2025-07-01T07:20:02Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://mkcert.dev
Magisk,topjohnwu,Kotlin,53998,14190,https://github.com/topjohnwu/Magisk,47,53998,2016-09-08T12:42:53Z,2025-07-01T04:33:22Z,GNU General Public License v3.0,
ChatGPT,lencx,Rust,53881,6128,https://github.com/lencx/ChatGPT,840,53881,2022-12-07T09:43:02Z,2025-07-01T07:46:16Z,,https://nofwl.com
minio,minio,Go,53449,5983,https://github.com/minio/minio,53,53449,2015-01-14T19:23:58Z,2025-07-01T07:57:54Z,GNU Affero General Public License v3.0,https://min.io/download?license=agpl&platform=linux
ripgrep,BurntSushi,Rust,53410,2158,https://github.com/BurntSushi/ripgrep,194,53410,2016-03-11T02:02:33Z,2025-07-01T07:16:41Z,The Unlicense,
normalize.css,necolas,CSS,53248,10557,https://github.com/necolas/normalize.css,86,53248,2011-05-04T10:20:25Z,2025-07-01T03:12:19Z,MIT License,http://necolas.github.io/normalize.css/
LLaMA-Factory,hiyouga,Python,53247,6526,https://github.com/hiyouga/LLaMA-Factory,525,53247,2023-05-28T10:09:12Z,2025-07-01T08:10:39Z,Apache License 2.0,https://huggingface.co/papers/2403.13372
zustand,pmndrs,TypeScript,53221,1721,https://github.com/pmndrs/zustand,5,53221,2019-04-09T09:10:06Z,2025-07-01T07:46:46Z,MIT License,https://zustand-demo.pmnd.rs/
bat,sharkdp,Rust,53211,1308,https://github.com/sharkdp/bat,380,53211,2018-04-21T10:52:23Z,2025-07-01T05:11:39Z,Apache License 2.0,
requests,psf,Python,52997,9494,https://github.com/psf/requests,266,52997,2011-02-13T18:38:17Z,2025-07-01T08:11:54Z,Apache License 2.0,https://requests.readthedocs.io/en/latest/
awesome-android-ui,wasabeef,,52914,10219,https://github.com/wasabeef/awesome-android-ui,36,52914,2014-12-24T01:45:03Z,2025-07-01T07:55:23Z,MIT License,
project-layout,golang-standards,Makefile,52908,5351,https://github.com/golang-standards/project-layout,94,52908,2017-09-09T16:33:26Z,2025-07-01T08:13:29Z,Other,
hackingtool,Z4nzu,Python,52887,5698,https://github.com/Z4nzu/hackingtool,63,52887,2020-04-11T09:21:31Z,2025-07-01T06:07:50Z,MIT License,https://forms.gle/ntuAX8BGRR5yAb9ZA
rich,Textualize,Python,52642,1852,https://github.com/Textualize/rich,270,52642,2019-11-10T15:28:09Z,2025-07-01T08:11:56Z,MIT License,https://rich.readthedocs.io/en/latest/
pi-hole,pi-hole,Shell,52410,2842,https://github.com/pi-hole/pi-hole,52,52410,2014-06-08T15:02:55Z,2025-07-01T04:21:06Z,Other,https://pi-hole.net
AFFiNE,toeverything,TypeScript,52134,3488,https://github.com/toeverything/AFFiNE,232,52134,2022-07-31T18:45:21Z,2025-07-01T08:14:20Z,Other,https://affine.pro
meilisearch,meilisearch,Rust,52095,2086,https://github.com/meilisearch/meilisearch,248,52095,2018-04-23T11:45:28Z,2025-07-01T07:15:07Z,MIT License,https://www.meilisearch.com
astro,withastro,TypeScript,51995,2801,https://github.com/withastro/astro,242,51995,2021-03-15T17:19:47Z,2025-07-01T08:13:49Z,Other,https://astro.build
ionic-framework,ionic-team,TypeScript,51848,13451,https://github.com/ionic-team/ionic-framework,584,51848,2013-08-20T23:06:02Z,2025-06-30T20:22:18Z,MIT License,https://ionicframework.com
material-design-icons,google,,51761,9663,https://github.com/google/material-design-icons,360,51761,2014-10-08T18:01:28Z,2025-07-01T07:44:55Z,Apache License 2.0,http://google.github.io/material-design-icons/
appwrite,appwrite,TypeScript,51633,4539,https://github.com/appwrite/appwrite,801,51633,2019-04-08T16:36:25Z,2025-07-01T08:11:22Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://appwrite.io
github-cheat-sheet,tiimgreen,,51315,5319,https://github.com/tiimgreen/github-cheat-sheet,39,51315,2014-04-12T16:38:42Z,2025-07-01T06:33:19Z,MIT License,http://git.io/sheet
rclone,rclone,Go,51279,4591,https://github.com/rclone/rclone,1171,51279,2014-03-16T16:19:57Z,2025-07-01T07:40:31Z,MIT License,https://rclone.org
dive,wagoodman,Go,51249,1883,https://github.com/wagoodman/dive,167,51249,2018-05-13T15:44:01Z,2025-07-01T06:42:19Z,MIT License,
awesome-rust,rust-unofficial,Rust,51215,2956,https://github.com/rust-unofficial/awesome-rust,10,51215,2014-07-17T10:45:10Z,2025-07-01T04:35:41Z,Creative Commons Zero v1.0 Universal,
Semantic-UI,Semantic-Org,JavaScript,51176,4923,https://github.com/Semantic-Org/Semantic-UI,1076,51176,2013-04-08T23:32:04Z,2025-07-01T05:20:00Z,MIT License,http://www.semantic-ui.com
pdf.js,mozilla,JavaScript,51150,10356,https://github.com/mozilla/pdf.js,425,51150,2011-04-26T06:32:03Z,2025-07-01T07:16:16Z,Apache License 2.0,https://mozilla.github.io/pdf.js/
vllm,vllm-project,Python,51115,8427,https://github.com/vllm-project/vllm,2641,51115,2023-02-09T11:23:20Z,2025-07-01T08:15:57Z,Apache License 2.0,https://docs.vllm.ai
